condominio,quartos,suites,vagas,area,bairro,preco,pm2
533,2,1.0,1.0,60,Leblon,1100000,18333.33
778,2,1.0,1.0,80,Leblon,1500000,18750.0
1300,2,1.0,1.0,82,Leblon,1790000,21829.27
1600,2,1.0,1.0,105,Leblon,1900000,18095.24
680,2,1.0,1.0,58,Leblon,850000,14655.17
900,2,1.0,1.0,53,Leblon,1180000,22264.15
1100,2,1.0,1.0,90,Leblon,1890000,21000.0
894,2,1.0,1.0,70,Leblon,1130000,16142.86
1300,2,1.0,1.0,110,Leblon,4000000,36363.64
900,2,1.0,1.0,71,Leblon,1490000,20985.92
600,2,1.0,1.0,67,Leblon,798000,11910.45
2000,2,1.0,2.0,100,Leblon,2800000,28000.0
845,2,1.0,1.0,90,Leblon,1750000,19444.44
1800,2,1.0,1.0,91,Leblon,2500000,27472.53
1300,2,1.0,2.0,115,Leblon,2800000,24347.83
860,2,1.0,1.0,68,Leblon,1600000,23529.41
2055,2,1.0,1.0,70,Leblon,2100000,30000.0
1100,2,1.0,1.0,100,Leblon,1580000,15800.0
750,2,1.0,1.0,77,Leblon,1400000,18181.82
1286,2,1.0,2.0,77,Leblon,1630000,21168.83
500,2,1.0,1.0,85,Leblon,3500000,41176.47
1200,2,1.0,1.0,76,Leblon,1290000,16973.68
1300,2,1.0,1.0,104,Leblon,2500000,24038.46
780,2,1.0,1.0,70,Leblon,1550000,22142.86
1124,2,1.0,1.0,82,Leblon,1750000,21341.46
1070,2,1.0,1.0,72,Leblon,920000,12777.78
900,2,1.0,1.0,134,Leblon,2200000,16417.91
650,2,1.0,1.0,70,Leblon,700000,10000.0
1050,2,1.0,1.0,78,Leblon,1190000,15256.41
1300,2,1.0,1.0,66,Leblon,1365000,20681.82
1900,2,1.0,2.0,95,Leblon,1600000,16842.11
1100,2,1.0,1.0,68,Leblon,950000,13970.59
800,2,1.0,1.0,81,Leblon,1650000,20370.37
640,2,1.0,1.0,68,Leblon,620000,9117.65
600,2,1.0,1.0,58,Leblon,1100000,18965.52
600,2,1.0,1.0,100,Leblon,1650000,16500.0
1000,3,1.0,1.0,110,Leblon,1699000,15445.45
980,3,1.0,2.0,90,Leblon,1290000,14333.33
500,3,1.0,2.0,135,Leblon,1290000,9555.56
1700,3,1.0,1.0,123,Leblon,2100000,17073.17
850,3,1.0,1.0,96,Leblon,1800000,18750.0
1200,3,1.0,1.0,120,Leblon,1700000,14166.67
1200,3,1.0,2.0,115,Leblon,1550000,13478.26
2200,3,1.0,1.0,154,Leblon,2800000,18181.82
1300,3,1.0,2.0,120,Leblon,2300000,19166.67
1700,3,1.0,1.0,190,Leblon,3500000,18421.05
2520,3,1.0,1.0,130,Leblon,2400000,18461.54
1400,3,1.0,1.0,120,Leblon,2100000,17500.0
2000,3,1.0,1.0,108,Leblon,3300000,30555.56
1450,3,1.0,2.0,130,Leblon,2900000,22307.69
1100,3,1.0,1.0,85,Leblon,1199000,14105.88
1500,3,1.0,1.0,85,Leblon,1680000,19764.71
1398,3,1.0,1.0,86,Leblon,1550000,18023.26
1500,3,1.0,1.0,90,Leblon,1790000,19888.89
1830,3,1.0,2.0,120,Leblon,2950000,24583.33
2250,3,1.0,2.0,128,Leblon,2980000,23281.25
1180,3,1.0,1.0,93,Leblon,1700000,18279.57
5400,3,2.0,3.0,240,Leblon,7000000,29166.67
1400,3,2.0,1.0,110,Leblon,2100000,19090.91
1350,3,1.0,1.0,96,Leblon,2420000,25208.33
930,3,1.0,1.0,90,Leblon,2200000,24444.44
1300,3,1.0,1.0,90,Leblon,2350000,26111.11
1000,3,1.0,1.0,94,Leblon,2190000,23297.87
1060,3,1.0,1.0,85,Leblon,1950000,22941.18
1550,3,1.0,1.0,110,Leblon,1790000,16272.73
1124,3,1.0,1.0,145,Leblon,2490000,17172.41
2600,3,1.0,2.0,135,Leblon,6500000,48148.15
1200,3,1.0,1.0,88,Leblon,1550000,17613.64
1700,3,1.0,1.0,134,Leblon,2200000,16417.91
2000,3,1.0,1.0,150,Leblon,4200000,28000.0
1850,3,2.0,1.0,130,Leblon,2750000,21153.85
1700,3,1.0,1.0,110,Leblon,1850000,16818.18
900,3,1.0,1.0,130,Leblon,2107000,16207.69
1110,3,1.0,1.0,85,Leblon,1620000,19058.82
2216,3,2.0,2.0,160,Leblon,6300000,39375.0
1500,3,1.0,2.0,120,Leblon,2900000,24166.67
1127,3,1.0,1.0,100,Leblon,1950000,19500.0
2100,3,1.0,2.0,150,Leblon,2650000,17666.67
1200,3,1.0,1.0,100,Leblon,2090000,20900.0
400,1,0.0,1.0,50,Tijuca,300000,6000.0
424,1,0.0,1.0,53,Tijuca,470000,8867.92
350,1,0.0,1.0,50,Tijuca,400000,8000.0
390,1,0.0,1.0,50,Tijuca,339000,6780.0
264,1,0.0,1.0,35,Tijuca,380000,10857.14
230,1,0.0,1.0,48,Tijuca,285000,5937.5
500,1,1.0,1.0,56,Tijuca,370000,6607.14
310,1,0.0,1.0,36,Tijuca,280000,7777.78
590,1,0.0,1.0,60,Tijuca,450000,7500.0
450,1,0.0,1.0,70,Tijuca,530000,7571.43
700,1,0.0,1.0,62,Tijuca,440000,7096.77
500,1,0.0,1.0,48,Tijuca,370000,7708.33
150,1,0.0,1.0,45,Tijuca,360000,8000.0
655,1,0.0,1.0,50,Tijuca,400000,8000.0
772,1,0.0,1.0,65,Tijuca,520000,8000.0
350,1,0.0,1.0,30,Tijuca,205000,6833.33
200,1,0.0,1.0,58,Tijuca,280000,4827.59
600,1,0.0,1.0,50,Tijuca,360000,7200.0
450,1,0.0,1.0,40,Tijuca,339000,8475.0
642,1,0.0,1.0,60,Tijuca,465000,7750.0
790,1,1.0,1.0,70,Tijuca,460000,6571.43
500,1,1.0,1.0,54,Tijuca,365000,6759.26
500,1,0.0,1.0,38,Tijuca,249999,6578.92
300,1,1.0,1.0,41,Tijuca,320000,7804.88
470,1,0.0,1.0,35,Tijuca,355000,10142.86
420,1,0.0,1.0,40,Tijuca,300000,7500.0
250,2,1.0,1.0,65,Tijuca,325000,5000.0
760,2,1.0,1.0,80,Tijuca,445000,5562.5
645,2,1.0,1.0,74,Tijuca,540000,7297.3
600,2,1.0,1.0,76,Tijuca,499000,6565.79
580,2,1.0,1.0,66,Tijuca,425000,6439.39
700,2,1.0,1.0,67,Tijuca,450000,6716.42
750,2,1.0,1.0,63,Tijuca,670000,10634.92
970,2,1.0,1.0,67,Tijuca,405000,6044.78
400,2,1.0,1.0,67,Tijuca,440000,6567.16
750,2,1.0,1.0,62,Tijuca,409000,6596.77
800,2,1.0,1.0,83,Tijuca,690000,8313.25
654,2,1.0,1.0,73,Tijuca,750000,10273.97
520,2,1.0,1.0,90,Tijuca,500000,5555.56
620,2,2.0,1.0,74,Tijuca,446000,6027.03
423,2,1.0,1.0,73,Tijuca,365000,5000.0
460,2,1.0,1.0,70,Tijuca,295000,4214.29
540,2,1.0,1.0,78,Tijuca,490000,6282.05
750,2,1.0,1.0,64,Tijuca,670000,10468.75
900,2,1.0,1.0,83,Tijuca,660000,7951.81
850,2,1.0,1.0,80,Tijuca,430000,5375.0
744,2,1.0,1.0,84,Tijuca,600000,7142.86
650,2,1.0,1.0,80,Tijuca,785000,9812.5
850,2,1.0,1.0,85,Tijuca,680000,8000.0
600,2,0.0,1.0,77,Tijuca,420000,5454.55
736,2,1.0,1.0,92,Tijuca,650000,7065.22
645,2,1.0,1.0,84,Tijuca,885000,10535.71
885,2,1.0,1.0,78,Tijuca,580000,7435.9
771,2,1.0,1.0,84,Tijuca,810000,9642.86
840,2,1.0,1.0,76,Tijuca,780000,10263.16
480,2,1.0,1.0,80,Tijuca,630000,7875.0
580,2,1.0,1.0,63,Tijuca,460000,7301.59
720,2,1.0,1.0,75,Tijuca,440000,5866.67
500,2,1.0,1.0,72,Tijuca,445000,6180.56
635,2,1.0,1.0,65,Tijuca,420000,6461.54
330,2,1.0,1.0,50,Tijuca,360000,7200.0
150,2,1.0,1.0,65,Tijuca,540000,8307.69
380,2,1.0,1.0,70,Tijuca,450000,6428.57
835,2,1.0,1.0,76,Tijuca,670000,8815.79
650,2,1.0,1.0,60,Tijuca,750000,12500.0
1080,2,1.0,1.0,100,Tijuca,680000,6800.0
825,2,1.0,1.0,90,Tijuca,750000,8333.33
1100,2,1.0,2.0,106,Tijuca,1320000,12452.83
481,2,1.0,1.0,70,Tijuca,470000,6714.29
810,2,1.0,1.0,95,Tijuca,490000,5157.89
600,3,1.0,1.0,80,Tijuca,650000,8125.0
1850,3,1.0,2.0,214,Tijuca,1080000,5046.73
890,3,1.0,2.0,139,Tijuca,1100000,7913.67
1315,3,1.0,1.0,135,Tijuca,680000,5037.04
980,3,1.0,2.0,110,Tijuca,1030000,9363.64
630,3,1.0,2.0,92,Tijuca,590000,6413.04
420,3,1.0,1.0,120,Tijuca,660000,5500.0
810,3,1.0,1.0,130,Tijuca,699000,5376.92
913,3,1.0,1.0,86,Tijuca,680000,7906.98
900,3,1.0,2.0,86,Tijuca,960000,11162.79
1500,3,1.0,2.0,170,Tijuca,945000,5558.82
950,3,1.0,1.0,126,Tijuca,599900,4761.11
190,3,1.0,1.0,80,Tijuca,510000,6375.0
780,3,1.0,2.0,120,Tijuca,780000,6500.0
1200,3,1.0,2.0,100,Tijuca,1000000,10000.0
580,3,1.0,1.0,96,Tijuca,590000,6145.83
750,3,1.0,1.0,86,Tijuca,600000,6976.74
900,3,1.0,1.0,100,Tijuca,750000,7500.0
730,3,1.0,1.0,90,Tijuca,550000,6111.11
600,3,1.0,1.0,90,Tijuca,650000,7222.22
1000,3,1.0,2.0,125,Tijuca,825000,6600.0
1050,3,1.0,2.0,95,Tijuca,899000,9463.16
1100,3,1.0,2.0,110,Tijuca,850000,7727.27
860,3,1.0,1.0,110,Tijuca,770000,7000.0
950,3,1.0,2.0,96,Tijuca,600000,6250.0
1528,3,1.0,2.0,118,Tijuca,930000,7881.36
1100,3,1.0,1.0,110,Tijuca,750000,6818.18
700,3,1.0,2.0,73,Tijuca,680000,9315.07
940,3,1.0,2.0,140,Tijuca,990000,7071.43
1000,3,1.0,1.0,90,Tijuca,700000,7777.78
880,3,1.0,2.0,120,Tijuca,750000,6250.0
760,3,1.0,1.0,86,Tijuca,550000,6395.35
1000,3,1.0,1.0,100,Tijuca,580000,5800.0
1000,3,1.0,1.0,95,Tijuca,670000,7052.63
450,3,0.0,1.0,72,Tijuca,435000,6041.67
1500,3,1.0,2.0,125,Tijuca,1280000,10240.0
1000,3,1.0,2.0,103,Tijuca,800000,7766.99
500,3,1.0,1.0,120,Tijuca,819900,6832.5
785,3,1.0,2.0,71,Tijuca,800000,11267.61
500,3,1.0,2.0,124,Tijuca,1100000,8870.97
348,1,1.0,1.0,40,Botafogo,500000,12500.0
311,1,1.0,1.0,42,Botafogo,530000,12619.05
700,1,1.0,1.0,70,Botafogo,700000,10000.0
440,1,1.0,1.0,44,Botafogo,515000,11704.55
480,1,1.0,1.0,52,Botafogo,669000,12865.38
560,1,1.0,1.0,70,Botafogo,690000,9857.14
1550,1,1.0,1.0,44,Botafogo,760000,17272.73
400,1,1.0,1.0,50,Botafogo,650000,13000.0
1040,1,1.0,1.0,70,Botafogo,450000,6428.57
500,1,1.0,1.0,38,Botafogo,520000,13684.21
552,1,0.0,0.0,67,Botafogo,790000,11791.04
740,1,1.0,1.0,60,Botafogo,770000,12833.33
400,1,1.0,1.0,35,Botafogo,370000,10571.43
500,1,1.0,1.0,47,Botafogo,670000,14255.32
600,1,1.0,1.0,45,Botafogo,500000,11111.11
1500,1,1.0,1.0,60,Botafogo,695000,11583.33
370,1,1.0,1.0,45,Botafogo,620000,13777.78
500,1,1.0,1.0,55,Botafogo,500000,9090.91
465,1,1.0,1.0,50,Botafogo,570000,11400.0
250,1,1.0,1.0,40,Botafogo,400000,10000.0
1000,1,1.0,1.0,54,Botafogo,750000,13888.89
340,1,1.0,1.0,40,Botafogo,550000,13750.0
280,1,0.0,0.0,65,Botafogo,578000,8892.31
394,1,1.0,1.0,40,Botafogo,550000,13750.0
580,1,1.0,1.0,43,Botafogo,500000,11627.91
1071,1,1.0,1.0,44,Botafogo,568000,12909.09
825,2,1.0,1.0,79,Botafogo,690000,8734.18
500,2,2.0,1.0,78,Botafogo,990000,12692.31
900,2,2.0,1.0,77,Botafogo,1150000,14935.06
882,2,1.0,1.0,87,Botafogo,1250000,14367.82
970,2,1.0,1.0,86,Botafogo,1090000,12674.42
1500,2,1.0,1.0,68,Botafogo,950000,13970.59
1200,2,1.0,2.0,68,Botafogo,950000,13970.59
580,2,1.0,2.0,65,Botafogo,750000,11538.46
1100,2,1.0,1.0,79,Botafogo,799000,10113.92
1600,2,1.0,1.0,90,Botafogo,1100000,12222.22
600,2,1.0,1.0,70,Botafogo,720000,10285.71
760,2,1.0,1.0,76,Botafogo,890000,11710.53
950,2,1.0,1.0,75,Botafogo,1150000,15333.33
936,2,1.0,1.0,70,Botafogo,1080000,15428.57
520,2,1.0,1.0,75,Botafogo,519000,6920.0
860,2,1.0,1.0,76,Botafogo,980000,12894.74
790,2,1.0,1.0,71,Botafogo,950000,13380.28
1600,2,1.0,1.0,90,Botafogo,1100000,12222.22
1000,2,1.0,1.0,88,Botafogo,995000,11306.82
480,2,1.0,1.0,70,Botafogo,650000,9285.71
990,2,1.0,1.0,82,Botafogo,650000,7926.83
920,2,1.0,1.0,70,Botafogo,1080000,15428.57
630,2,1.0,1.0,70,Botafogo,600000,8571.43
1000,2,1.0,1.0,68,Botafogo,972000,14294.12
1018,2,1.0,2.0,80,Botafogo,1200000,15000.0
745,2,1.0,1.0,82,Botafogo,879000,10719.51
1400,2,1.0,1.0,75,Botafogo,1300000,17333.33
970,2,1.0,1.0,75,Botafogo,980000,13066.67
800,2,1.0,1.0,71,Botafogo,1250000,17605.63
540,2,1.0,1.0,60,Botafogo,550000,9166.67
900,2,1.0,1.0,90,Botafogo,980000,10888.89
1142,2,1.0,1.0,110,Botafogo,1350000,12272.73
450,2,1.0,1.0,117,Botafogo,800000,6837.61
616,2,1.0,1.0,65,Botafogo,800000,12307.69
840,2,1.0,1.0,74,Botafogo,930000,12567.57
800,2,1.0,1.0,82,Botafogo,1250000,15243.9
450,2,1.0,1.0,68,Botafogo,450000,6617.65
1684,3,3.0,1.0,212,Botafogo,1990000,9386.79
1500,3,1.0,2.0,156,Botafogo,2050000,13141.03
380,3,1.0,1.0,72,Botafogo,800000,11111.11
1130,3,1.0,2.0,125,Botafogo,950000,7600.0
680,3,1.0,2.0,108,Botafogo,1660000,15370.37
1350,3,1.0,1.0,102,Botafogo,1750000,17156.86
1350,3,1.0,2.0,135,Botafogo,1625000,12037.04
1400,3,1.0,1.0,194,Botafogo,1970000,10154.64
1200,3,2.0,2.0,95,Botafogo,1300000,13684.21
1000,3,1.0,1.0,83,Botafogo,900000,10843.37
1250,3,1.0,1.0,136,Botafogo,934000,6867.65
1000,3,1.0,2.0,100,Botafogo,1240000,12400.0
1700,3,1.0,2.0,113,Botafogo,1400000,12389.38
1200,3,1.0,2.0,110,Botafogo,1827000,16609.09
700,3,1.0,2.0,85,Botafogo,870000,10235.29
700,3,1.0,1.0,96,Botafogo,950000,9895.83
1327,3,1.0,1.0,120,Botafogo,920000,7666.67
1600,3,1.0,2.0,130,Botafogo,1850000,14230.77
3930,3,3.0,3.0,228,Botafogo,4199000,18416.67
750,3,1.0,1.0,115,Botafogo,1100000,9565.22
1000,3,1.0,1.0,83,Botafogo,900000,10843.37
1350,3,1.0,1.0,140,Botafogo,1800000,12857.14
991,3,1.0,1.0,101,Botafogo,1250000,12376.24
1300,3,1.0,2.0,108,Botafogo,1560000,14444.44
1300,3,1.0,1.0,120,Botafogo,980000,8166.67
500,3,1.0,1.0,105,Botafogo,1280000,12190.48
1400,3,1.0,2.0,100,Botafogo,1530000,15300.0
1300,3,1.0,1.0,94,Botafogo,950000,10106.38
950,3,1.0,1.0,82,Botafogo,998000,12170.73
1380,3,1.0,1.0,94,Botafogo,880000,9361.7
200,3,1.0,1.0,109,Botafogo,798000,7321.1
1300,3,1.0,2.0,120,Botafogo,1650000,13750.0
1400,3,1.0,1.0,140,Botafogo,2500000,17857.14
1500,3,1.0,1.0,110,Botafogo,1550000,14090.91
1000,3,1.0,1.0,120,Botafogo,1100000,9166.67
1133,3,1.0,1.0,122,Botafogo,1820000,14918.03
290,3,1.0,1.0,110,Botafogo,640000,5818.18
500,1,1.0,1.0,22,Copacabana,265000,12045.45
1678,1,1.0,1.0,55,Copacabana,535000,9727.27
750,1,1.0,1.0,60,Copacabana,799000,13316.67
420,1,1.0,1.0,44,Copacabana,520000,11818.18
390,1,1.0,1.0,31,Copacabana,515000,16612.9
492,1,1.0,1.0,34,Copacabana,380000,11176.47
450,1,1.0,1.0,36,Copacabana,420000,11666.67
450,1,1.0,1.0,38,Copacabana,385000,10131.58
365,1,1.0,1.0,40,Copacabana,390000,9750.0
520,1,1.0,1.0,25,Copacabana,270000,10800.0
550,1,1.0,1.0,48,Copacabana,540000,11250.0
520,1,1.0,1.0,55,Copacabana,690000,12545.45
350,1,1.0,1.0,28,Copacabana,500000,17857.14
739,1,1.0,1.0,60,Copacabana,590000,9833.33
650,1,1.0,1.0,38,Copacabana,370000,9736.84
1500,1,1.0,1.0,35,Copacabana,895000,25571.43
450,1,1.0,1.0,32,Copacabana,420000,13125.0
650,1,1.0,1.0,55,Copacabana,599000,10890.91
400,1,1.0,1.0,45,Copacabana,550000,12222.22
400,1,1.0,1.0,42,Copacabana,560000,13333.33
600,1,1.0,1.0,27,Copacabana,320000,11851.85
500,1,1.0,1.0,55,Copacabana,585000,10636.36
650,1,1.0,1.0,48,Copacabana,520000,10833.33
450,1,1.0,1.0,48,Copacabana,480000,10000.0
705,1,1.0,1.0,65,Copacabana,590000,9076.92
450,1,1.0,1.0,35,Copacabana,490000,14000.0
560,1,1.0,1.0,39,Copacabana,450000,11538.46
350,1,1.0,1.0,40,Copacabana,390000,9750.0
520,1,0.0,1.0,56,Copacabana,635000,11339.29
400,1,1.0,1.0,50,Copacabana,445000,8900.0
550,1,1.0,1.0,39,Copacabana,480000,12307.69
450,1,1.0,1.0,50,Copacabana,380000,7600.0
770,2,1.0,1.0,77,Copacabana,560000,7272.73
350,2,1.0,1.0,40,Copacabana,490000,12250.0
500,2,2.0,1.0,75,Copacabana,1680000,22400.0
650,2,2.0,1.0,60,Copacabana,1000000,16666.67
800,2,1.0,1.0,80,Copacabana,820000,10250.0
700,2,1.0,1.0,75,Copacabana,800000,10666.67
1128,2,2.0,1.0,84,Copacabana,1550000,18452.38
1500,2,1.0,1.0,150,Copacabana,1300000,8666.67
1400,2,1.0,1.0,93,Copacabana,1350000,14516.13
650,2,1.0,2.0,80,Copacabana,820000,10250.0
700,2,1.0,1.0,70,Copacabana,715000,10214.29
650,2,1.0,1.0,70,Copacabana,820000,11714.29
700,2,1.0,1.0,80,Copacabana,710000,8875.0
500,2,1.0,1.0,75,Copacabana,755000,10066.67
650,2,1.0,1.0,80,Copacabana,895000,11187.5
650,2,1.0,2.0,80,Copacabana,900000,11250.0
525,2,1.0,2.0,79,Copacabana,760000,9620.25
600,2,1.0,1.0,53,Copacabana,745000,14056.6
500,2,1.0,1.0,48,Copacabana,510000,10625.0
600,2,1.0,1.0,80,Copacabana,834000,10425.0
650,2,1.0,1.0,80,Copacabana,849000,10612.5
693,2,1.0,2.0,65,Copacabana,580000,8923.08
850,2,1.0,1.0,79,Copacabana,1099000,13911.39
890,2,1.0,1.0,190,Copacabana,1790000,9421.05
1275,2,2.0,1.0,60,Copacabana,1200000,20000.0
1000,2,1.0,2.0,85,Copacabana,1600000,18823.53
1250,2,1.0,1.0,90,Copacabana,750000,8333.33
983,2,1.0,1.0,65,Copacabana,920000,14153.85
2200,2,2.0,1.0,209,Copacabana,1500000,7177.03
1800,2,1.0,1.0,194,Copacabana,1850000,9536.08
1100,2,1.0,2.0,80,Copacabana,1150000,14375.0
605,2,1.0,1.0,65,Copacabana,735000,11307.69
2000,2,2.0,1.0,72,Copacabana,740000,10277.78
1300,3,1.0,1.0,168,Copacabana,1250000,7440.48
800,3,1.0,1.0,115,Copacabana,1157000,10060.87
1200,3,1.0,1.0,160,Copacabana,1600000,10000.0
2200,3,1.0,1.0,280,Copacabana,2800000,10000.0
1290,3,1.0,1.0,155,Copacabana,2600000,16774.19
1200,3,1.0,1.0,100,Copacabana,1190000,11900.0
750,3,1.0,1.0,67,Copacabana,660000,9850.75
950,3,1.0,1.0,90,Copacabana,990000,11000.0
1939,3,1.0,1.0,230,Copacabana,3990000,17347.83
1200,3,1.0,1.0,240,Copacabana,2200000,9166.67
996,3,1.0,1.0,158,Copacabana,1550000,9810.13
1700,3,1.0,2.0,280,Copacabana,3400000,12142.86
870,3,1.0,1.0,103,Copacabana,600000,5825.24
1950,3,1.0,1.0,174,Copacabana,1500000,8620.69
1500,3,1.0,1.0,340,Copacabana,3850000,11323.53
2100,3,1.0,1.0,188,Copacabana,3900000,20744.68
860,3,1.0,1.0,100,Copacabana,1050000,10500.0
1259,3,1.0,1.0,116,Copacabana,1100000,9482.76
1500,3,1.0,1.0,150,Copacabana,2200000,14666.67
2100,3,3.0,1.0,210,Copacabana,4500000,21428.57
1190,3,0.0,1.0,115,Copacabana,1300000,11304.35
1700,3,1.0,1.0,166,Copacabana,1700000,10240.96
1300,3,1.0,1.0,100,Copacabana,1080000,10800.0
1100,3,1.0,1.0,147,Copacabana,3400000,23129.25
980,3,1.0,1.0,104,Copacabana,750000,7211.54
1400,3,1.0,1.0,120,Copacabana,1200000,10000.0
1834,3,1.0,1.0,192,Copacabana,3600000,18750.0
1697,3,1.0,1.0,272,Copacabana,2900000,10661.76
1450,3,1.0,1.0,122,Copacabana,1400000,11475.41
960,3,1.0,1.0,90,Copacabana,850000,9444.44
1640,3,2.0,1.0,195,Copacabana,1600000,8205.13
1500,3,1.0,1.0,152,Copacabana,1300000,8552.63
1400,3,1.0,1.0,166,Copacabana,1949900,11746.39
500,3,1.0,1.0,138,Copacabana,1550000,11231.88
1500,3,1.0,1.0,152,Copacabana,1350000,8881.58
1620,3,1.0,1.0,163,Copacabana,1480000,9079.75
800,3,1.0,1.0,75,Copacabana,950000,12666.67
894,3,1.0,1.0,110,Copacabana,1480000,13454.55
1500,3,2.0,1.0,141,Copacabana,1975000,14007.09
700,3,1.0,1.0,110,Copacabana,1500000,13636.36
1700,3,1.0,2.0,175,Copacabana,2497000,14268.57
2000,3,1.0,2.0,290,Copacabana,3000000,10344.83
1000,3,1.0,4.0,175,Copacabana,1890000,10800.0
1800,3,1.0,1.0,190,Copacabana,2200000,11578.95
2000,3,2.0,1.0,220,Copacabana,2500000,11363.64
800,1,1.0,1.0,150,Gávea,1850000,12333.33
850,1,1.0,1.0,150,Gávea,1850000,12333.33
420,1,1.0,1.0,35,Gávea,750000,21428.57
775,1,1.0,1.0,50,Gávea,1080000,21600.0
290,1,1.0,1.0,36,Gávea,840000,23333.33
700,1,1.0,1.0,45,Gávea,750000,16666.67
785,1,1.0,1.0,50,Gávea,950000,19000.0
646,1,1.0,1.0,61,Gávea,950000,15573.77
550,1,1.0,1.0,54,Gávea,700000,12962.96
800,1,1.0,1.0,56,Gávea,850000,15178.57
700,1,1.0,1.0,55,Gávea,620000,11272.73
400,1,0.0,0.0,37,Gávea,480000,12972.97
500,1,1.0,1.0,40,Gávea,620000,15500.0
665,1,1.0,1.0,54,Gávea,700000,12962.96
600,1,1.0,1.0,50,Gávea,800000,16000.0
600,1,1.0,1.0,38,Gávea,650000,17105.26
700,1,1.0,1.0,58,Gávea,850000,14655.17
646,1,1.0,1.0,61,Gávea,950000,15573.77
790,1,1.0,1.0,65,Gávea,890000,13692.31
680,2,2.0,1.0,120,Gávea,1100000,9166.67
708,2,1.0,1.0,82,Gávea,1480000,18048.78
1183,2,2.0,2.0,142,Gávea,1950000,13732.39
1184,2,2.0,2.0,142,Gávea,1950000,13732.39
650,2,2.0,1.0,75,Gávea,810000,10800.0
937,2,1.0,1.0,80,Gávea,1400000,17500.0
975,2,1.0,1.0,80,Gávea,1399000,17487.5
782,2,1.0,1.0,71,Gávea,1250000,17605.63
1200,2,1.0,2.0,160,Gávea,2750000,17187.5
1800,2,2.0,1.0,116,Gávea,2850000,24568.97
1400,2,1.0,1.0,90,Gávea,1855000,20611.11
1250,2,1.0,1.0,90,Gávea,1789000,19877.78
987,2,1.0,1.0,78,Gávea,1250000,16025.64
987,2,0.0,1.0,80,Gávea,1388000,17350.0
500,2,1.0,1.0,75,Gávea,1350000,18000.0
500,2,1.0,1.0,67,Gávea,800000,11940.3
1250,2,1.0,1.0,100,Gávea,1800000,18000.0
688,2,1.0,1.0,110,Gávea,1200000,10909.09
1400,2,1.0,1.0,100,Gávea,1670000,16700.0
600,2,1.0,1.0,70,Gávea,890000,12714.29
850,2,1.0,1.0,97,Gávea,1000000,10309.28
550,2,1.0,1.0,72,Gávea,970000,13472.22
1500,2,1.0,1.0,85,Gávea,1150000,13529.41
1100,2,1.0,1.0,86,Gávea,1680000,19534.88
800,2,1.0,1.0,89,Gávea,980000,11011.24
1500,3,1.0,2.0,100,Gávea,1799000,17990.0
1042,3,1.0,2.0,110,Gávea,2300000,20909.09
1078,3,1.0,1.0,176,Gávea,1600000,9090.91
1100,3,1.0,2.0,220,Gávea,4500000,20454.55
2500,3,2.0,2.0,160,Gávea,2450000,15312.5
1400,3,2.0,1.0,92,Gávea,1650000,17934.78
500,3,1.0,2.0,100,Gávea,980000,9800.0
1300,3,1.0,2.0,88,Gávea,1520000,17272.73
850,3,1.0,1.0,148,Gávea,1750000,11824.32
500,3,1.0,1.0,98,Gávea,1500000,15306.12
1390,3,1.0,1.0,118,Gávea,1550000,13135.59
1600,3,1.0,2.0,110,Gávea,2260000,20545.45
1450,3,1.0,2.0,140,Gávea,2200000,15714.29
1100,3,1.0,1.0,93,Gávea,1600000,17204.3
740,3,1.0,1.0,97,Gávea,1250000,12886.6
680,3,1.0,2.0,110,Gávea,2200000,20000.0
1350,3,1.0,1.0,94,Gávea,1650000,17553.19
1600,3,1.0,1.0,127,Gávea,1390000,10944.88
1600,3,1.0,1.0,120,Gávea,1750000,14583.33
2400,3,1.0,1.0,138,Gávea,1700000,12318.84
680,3,1.0,2.0,105,Gávea,2200000,20952.38
1300,3,1.0,2.0,109,Gávea,2350000,21559.63
1014,3,1.0,1.0,115,Gávea,2100000,18260.87
330,1,1.0,1.0,55,Grajaú,355000,6454.55
330,1,1.0,1.0,52,Grajaú,345000,6634.62
500,1,1.0,1.0,70,Grajaú,450000,6428.57
440,1,0.0,1.0,50,Grajaú,340000,6800.0
560,1,1.0,1.0,59,Grajaú,280000,4745.76
400,1,1.0,1.0,30,Grajaú,250000,8333.33
370,1,1.0,1.0,61,Grajaú,380000,6229.51
380,1,1.0,1.0,55,Grajaú,325000,5909.09
500,1,1.0,1.0,38,Grajaú,249999,6578.92
580,1,1.0,1.0,55,Grajaú,300000,5454.55
500,1,0.0,1.0,60,Grajaú,425000,7083.33
485,1,1.0,1.0,50,Grajaú,400000,8000.0
470,1,1.0,1.0,53,Grajaú,300000,5660.38
600,1,0.0,1.0,52,Grajaú,370000,7115.38
500,1,0.0,1.0,53,Grajaú,300000,5660.38
550,1,0.0,1.0,60,Grajaú,430000,7166.67
350,1,1.0,1.0,48,Grajaú,300000,6250.0
550,1,1.0,1.0,60,Grajaú,159000,2650.0
130,1,1.0,1.0,50,Grajaú,315000,6300.0
740,2,1.0,1.0,70,Grajaú,430000,6142.86
473,2,1.0,1.0,72,Grajaú,430000,5972.22
389,2,1.0,1.0,45,Grajaú,350000,7777.78
546,2,1.0,1.0,67,Grajaú,460000,6865.67
550,2,1.0,1.0,80,Grajaú,465000,5812.5
